category,name,description
Household,"Everyuth Advanced Walnut Scrub, 100g New Everyuth naturals hydro active walnut apricot scrub has revolutionary hydrogel technology which gives your skin enhanced lubricity and superior moisturisation, its natural walnut shell particles exfoliate and deep cleanse clogged pores, while its apricot kernel oil provides nourishment.","Everyuth Advanced Walnut Scrub, 100g New Everyuth naturals hydro active walnut apricot scrub has revolutionary hydrogel technology which gives your skin enhanced lubricity and superior moisturisation, its natural walnut shell particles exfoliate and deep cleanse clogged pores, while its apricot kernel oil provides nourishment."
Household,"Oriflame Sweden Milk and Honey Gold Smoothing Sugar Scrub, 75g (35485)","Oriflame Sweden Milk and Honey Gold Smoothing Sugar Scrub, 75g (35485) Milk & honey gold smoothing sugar scrub is a luxury sugar scrub infused with organically sourced extracts of milk and honey and a natural origin exfoliant. Buffs away dead skin cells to leave skin soft, supple and wonderfully fragrant."
Household,"Everyuth Naturals Tan Removal Scrub, Chocolate And Cherry, 50g Is the sun and heat making your gorgeous skin tanned and dull? Well no more! New Everyuth Naturals Pure and Light Tan Removal Scrub is here.","Everyuth Naturals Tan Removal Scrub, Chocolate And Cherry, 50g Is the sun and heat making your gorgeous skin tanned and dull? Well no more! New Everyuth Naturals Pure and Light Tan Removal Scrub is here. It is an effective combination of luxurious chocolate and brightening vitamin rich cherry. The scrub gently removes the tanned dead skin cells. The skin feels smooth and looks brighter almost instantly. Suitable for face, neck and other exposed areas such as arms and shoulders"
Household,"MCaffeine Naked & Raw Coffee Body Scrub, 100 g","MCaffeine Naked & Raw Coffee Body Scrub, 100 g | Coconut | Tan Removal | Oily/Normal Skin | Paraben & SLS Free"
Household,"FABEYA BioCare Natural Chocolate Body Scrub and Polish No Parabens and Sulphates, 340ml- Set of 1","FABEYA BioCare Natural Chocolate Body Scrub and Polish No Parabens and Sulphates, 340ml- Set of 1"
Household,"Beardhood Tan Removal Face Scrub with Moringa, Walnut Granules & Almond Oil, SLS & Paraben Free, 100g Beardhood Tan Removal Face ScrubIngredients:- Purified Aqua, Stearic Acid, Sodium Olemin Sulphonate, Isopropyl Palmitate, Emulsifying Wax NF, Cocamidopropyl Betaine, Juglans Regia (Walnut)","Beardhood Tan Removal Face Scrub with Moringa, Walnut Granules & Almond Oil, SLS & Paraben Free, 100g Beardhood Tan Removal Face ScrubIngredients:- Purified Aqua, Stearic Acid, Sodium Olemin Sulphonate, Isopropyl Palmitate, Emulsifying Wax NF, Cocamidopropyl Betaine, Juglans Regia (Walnut) Granules , Glycerin, Polysorbate 20, Triethanolamine , Benzyl Alcohol, Hydrocotyl Centella Asiatica (Gotu Kola) Extract, Tamarindus Indica (Tamarind) Extract, Withania Somnifera (Ashwagandha) Extract,"
Household,KHADI Apricot Face Scrub - Dead Skin Remover & Revitalises Skin Health - 210 ml,KHADI Apricot Face Scrub - Dead Skin Remover & Revitalises Skin Health - 210 ml
Household,"Happily Unmarried Face Scrub, 100gm (Dry to Normal Skin)","Happily Unmarried Face Scrub, 100gm (Dry to Normal Skin)"
Household,"Tourna-Dri Tennis Court PVA Squeegee Unique sports tourna dri, tdri-1, tennis court squeegee is one of the finest rollers you can buy.","Tourna-Dri Tennis Court PVA Squeegee Unique sports tourna dri, tdri-1, tennis court squeegee is one of the finest rollers you can buy. The frame is made of high strength aluminum so the handles will not bend or break. The ""t"" is made of stainless steel to prevent breaking at this stress point. The roller is made of top quality extra durable pva."
Household,"Evriholder FURemover Broom with Squeegee Made from Natural Rubber, Multi-Surface and Pet Hair Removal, Telescoping Handle That Extends from 3 ft to 6 ft","Evriholder FURemover Broom with Squeegee Made from Natural Rubber, Multi-Surface and Pet Hair Removal, Telescoping Handle That Extends from 3 ft to 6 ft Style Name:Broom SW-250I-FR Features: -Broom. Construction: -100pct Natural rubber construction. Dimensions: -Overall dimensions: 38'' H x 2'' W x 12'' D."
Household,Scotch-Brite Bathroom Squeegee Wiper Style:Bathroom wiper Provides one swipe clean without much effort.,Scotch-Brite Bathroom Squeegee Wiper Style:Bathroom wiper Provides one swipe clean without much effort. Rubber edge doesn't break and lasts long. Easily reaches corners.
Household,Glitter Collection Plastic Winberg Window Glass Cleaner Wiper Squeegee Car Wash Brush Cleaning Tool (Multi-coloured),"Glitter Collection Plastic Winberg Window Glass Cleaner Wiper Squeegee Car Wash Brush Cleaning Tool (Multi-coloured) Glitter Collection car cleaning,tiles cleaning,glass cleaning wiper (Colours as per Availability). Hand cleaning wiper for glass, car glass,window glass and kitchen place,bathroom tiles,room tiles.Light weight easy to handle,random colour."
Household,Screenprinting: The Ultimate Studio Guide from Sketchbook to Squeegee (Print Club),Screenprinting: The Ultimate Studio Guide from Sketchbook to Squeegee (Print Club) Review 'The new screenprinting bible ... colourful and attractive ... wonderfully illustrated pages burst with step by step photographs of every stage of the screenprinting process' - Screenprinting Today 'You come away from this guide with a real sense that screen printing is an equally useful art to master' - Creative Blog 'The first rule of Print Club is....
Household,Fansport Car Squeegee D Shape Water Blade Water Wiper Scraper for Car Glass Window,"Fansport Car Squeegee D Shape Water Blade Water Wiper Scraper for Car Glass Window Color: BlueMaterial: Silicone, plastic, rubberSize: L*W: 31*9.5cm(12.2*3.74in)Package Includes: 1 x SqueegeeNote:- Package includes only one squeegee.- Please refer to the measurement. Tiny measuring error is allowable in normal range.- There might be a little color difference due to the monitor, camera or other factors, please refer to the physical item.Package Including1 x Squeegee"
Household,Gala Popular Spin mop with Easy Wheels and Bucket for Magic 360 Degree Cleaning (Sky Blue),"Gala Popular Spin mop with Easy Wheels and Bucket for Magic 360 Degree Cleaning (Sky Blue) Gala India's one of largest manufacturer of home cleaning tools brings out popular spin mop. Super spin system makes drying refill faster, micro fiber refill with super absorbent capacity offers superior cleaning performance. 360 degree cleaning, reaches under furniture and hard to reach areas. Spout helps in letting go dirty water from the bucket without dirtying your hands."
Household,"Okayji Multipurpose Microfiber Cleaning Cloth, 12 Piece Set, Multicolor Clean & Shine Domestic Surface Without Smearing Extra Large Cloths Each Measure 30cm X 30cm Multipurpose Use That Is Kitchen&Bathroom, Furniture&Wood,","Okayji Multipurpose Microfiber Cleaning Cloth, 12 Piece Set, Multicolor Clean & Shine Domestic Surface Without Smearing Extra Large Cloths Each Measure 30cm X 30cm Multipurpose Use That Is Kitchen&Bathroom, Furniture&Wood,"
Household,"Kimtech Lint free Multipurpose Glass Cleaning Cloth, Reusable, Medium Size, 23.7 x 25.4 cm, Pack of 50, Blue, 60022 by Kimberly-Clark","Kimtech Lint free Multipurpose Glass Cleaning Cloth, Reusable, Medium Size, 23.7 x 25.4 cm, Pack of 50, Blue, 60022 by Kimberly-Clark Size Name:Pack of 50 | Color Name:Blue Specifically designed for critical applications involving solvents, inks and paints. Low-lint polypropylene construction. Perfect for use with lubricants, oil and grease. Great for surface and parts cleaning preparation, glass and window cleaning, and furniture finishing."
Household,Vimal Golden Handle Duster (Dust Mop - 2 Pcs.) and High Density Dust Cleaning Flannel Cloths (A Pack of 6),"Vimal Golden Handle Duster (Dust Mop - 2 Pcs.) and High Density Dust Cleaning Flannel Cloths (A Pack of 6) Combo Set Vimal is one of the largest manufacturers of innovative housekeeping products in central India. Company has three patented technologies and dozens of new never seen before products. The Duster Dust Mop is a very useful product to remove off dust particles set on your Furniture, Sofa Sets, Doors & Windows, Two & Four Wheelers, Showcase, interior articles Etc."
Household,Sheen Microfiber Vehicle Washing Cloth,Sheen Microfiber Vehicle Washing Cloth |B Quality | 300 Gsm | Pack Of 30 |
Household,Shop By Room Kitchen Duster Wet Dry Cotton Cleaning Cloth (Kitchen Towel),"Shop By Room Kitchen Duster Wet Dry Cotton Cleaning Cloth (Kitchen Towel) Size:Kitchen Towel SHOP BY ROOM comes with variety of daily use home furnishing, home improvement, home Decor and many more product at an affordable price,Such as Bed sheet,Cushion cover, Pillow cover, Table mat, Bath Mat, Bath towel, Hand towel, Face Towel, Kitchen Towel, Hanging Napkin, Yoga mat, Kitchen napkin/towel,Cleaning Gloves, Car cleaning Cloth."
Household,"Houskipper Professional Spray Mop with Best 360 Degree Easy Floor Cleaning for Home, Wet & Dry ""Houskipper quick & easy 360 floor cleaning aluminium spray mop is made of light weight material and 360 degree wide rotating head for easy and comfortable cleaning. (1)","Houskipper Professional Spray Mop with Best 360 Degree Easy Floor Cleaning for Home, Wet & Dry ""Houskipper quick & easy 360 floor cleaning aluminium spray mop is made of light weight material and 360 degree wide rotating head for easy and comfortable cleaning. (1) Microfiber cleaning pad picks up 50% more dirt and dust per swipe than traditional mops. (2) Reusable, machine washable and eco-friendly microfiber mop head."
Household,"Gala Dual Technology Floor Cloth Set, Pack of 6(White and Yellow)","Gala Dual Technology Floor Cloth Set, Pack of 6(White and Yellow) Gala India's one of largest manufacturer of home cleaning tools brings out floor cloth used for cleaning floors. Yellow patch in the cloth ensures long life of the cloth and removes rough stains from the floor."
Household,"Gala 141945 Dual Technology Floor Cloth Used for wet floor mopping, It has unique non woven cloth at centre which ensures that cloth does not get torned easily.","Gala 141945 Dual Technology Floor Cloth Used for wet floor mopping, It has unique non woven cloth at centre which ensures that cloth does not get torned easily. So its life is much more than any other floor cloth. Non-woven cloth has super water absorbency capacity, so it results in better cleaning than any other cloth."
Household,Scotch-Brite Steel Ball (Pack of 6) and Scrub Pad (Pack of 6),Scotch-Brite Steel Ball (Pack of 6) and Scrub Pad (Pack of 6) Product Description Steel combi has one steel scrub. It is an ideal tool for daily cleaning needs and tough stains. From the Manufacturer Benefits:- Scotch-Brite Steel Combi:- For every day cleaning needs and tough stains.
Household,"Aloud Creations Microfiber Cleaning Cloth for Car Cleaning, Kitchen, Bike, laptop, LED TV, Mirrors and Furniture (30x30cm, 12x12 Inch)- Pack of 10 Goelx stone chain,pearl chain & ball chain for jewellery making, designing.","Aloud Creations Microfiber Cleaning Cloth for Car Cleaning, Kitchen, Bike, laptop, LED TV, Mirrors and Furniture (30x30cm, 12x12 Inch)- Pack of 10 Goelx stone chain,pearl chain & ball chain for jewellery making, designing. Pack of shiny ball chain to enhance jewellery pieces, highly used to decorate bangles and earrings, jhumkas. Pack of 1 meter each of crystal-cut finish chains. Goelx jewellery making ball chains combo for jewellery making. Ball chain size- 1.5mm."
Household,Scotch Brite Floor Cloth (Pochha),Scotch Brite Floor Cloth (Pochha)
Household,"manan Cotton Cleaning Dusting Cloth Table Napkin Multipurpose Kitchen Towel (Multi-coloured)-Pack of 12 Set of 12 multicoluor multipurpose kitchen towel, cleaning cloth, dining napkins, check duster, table napkin for dusting, cleaning, wiping, dinner napkin.","manan Cotton Cleaning Dusting Cloth Table Napkin Multipurpose Kitchen Towel (Multi-coloured)-Pack of 12 Set of 12 multicoluor multipurpose kitchen towel, cleaning cloth, dining napkins, check duster, table napkin for dusting, cleaning, wiping, dinner napkin. Comes in different colors made of cotton."
Household,"SOBBY Set of 2 Large Microfiber Cleaning Cloths 40 cm x 60 cm Each for Cars, Home, Furniture (Assorted Colors)","SOBBY Set of 2 Large Microfiber Cleaning Cloths 40 cm x 60 cm Each for Cars, Home, Furniture (Assorted Colors) SOBBY Microfiber Cleaning Cloth set of 2: Contains 2 soft, absorbent microfiber cleaning cloths. It can carry an abundance of soap and water to loosen and lift dirt and grime away from the surface without scratching. The products are used in automotive, furniture, sweeping the dust. Safe to use on all paint surfaces, as well as glasses and metals."
